"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Volume","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"COALINDIA","EQ","13-Apr-2015","        389.00","        389.40","        395.70","        383.80","        392.50","        392.35","        391.38","    2909461","          1138693054.40","      46434","    1754403","         60.30"
"COALINDIA","EQ","15-Apr-2015","        392.35","        391.70","        391.70","        384.00","        384.85","        385.95","        387.48","    4149634","          1607908855.10","      55697","    3093181","         74.54"
"COALINDIA","EQ","16-Apr-2015","        385.95","        385.95","        386.05","        381.60","        381.95","        383.65","        383.62","    2034424","           780436684.75","      37834","    1198157","         58.89"
"COALINDIA","EQ","17-Apr-2015","        383.65","        382.05","        385.15","        379.05","        382.00","        380.40","        381.81","    2106426","           804255314.80","      34419","    1293153","         61.39"
"COALINDIA","EQ","20-Apr-2015","        380.40","        381.85","        382.75","        370.55","        372.05","        372.05","        374.19","    3400318","          1272367994.35","      49263","    2681455","         78.86"
"COALINDIA","EQ","21-Apr-2015","        372.05","        372.05","        378.70","        372.05","        374.40","        374.40","        375.39","    1820148","           683264843.90","      55816","    1009936","         55.49"
"COALINDIA","EQ","22-Apr-2015","        374.40","        374.25","        380.90","        373.45","        379.50","        379.20","        377.71","    2165103","           817771281.85","      49918","    1253571","         57.90"
"COALINDIA","EQ","23-Apr-2015","        379.20","        382.00","        385.90","        380.90","        384.00","        384.25","        384.19","    2812629","          1080570703.70","      46619","    1975711","         70.24"
"COALINDIA","EQ","24-Apr-2015","        384.25","        384.00","        384.85","        374.15","        377.90","        376.25","        378.47","    2896474","          1096242927.25","      34985","    1688254","         58.29"
"COALINDIA","EQ","27-Apr-2015","        376.25","        377.30","        380.00","        370.70","        376.15","        377.65","        376.00","    2202533","           828157464.20","      40765","    1219560","         55.37"
"COALINDIA","EQ","28-Apr-2015","        377.65","        377.00","        378.00","        370.80","        372.00","        372.40","        374.98","    3455021","          1295561066.05","      30353","    2123380","         61.46"
"COALINDIA","EQ","29-Apr-2015","        372.40","        371.00","        375.05","        369.65","        370.40","        370.95","        372.22","    2453973","           913413768.65","      38775","    1553673","         63.31"
"COALINDIA","EQ","30-Apr-2015","        370.95","        368.20","        370.40","        359.20","        363.85","        362.75","        362.85","    4879254","          1770417602.50","      53807","    3280057","         67.22"
"COALINDIA","EQ","04-May-2015","        362.75","        366.00","        371.40","        363.10","        371.40","        369.80","        367.40","    1970167","           723848107.10","      32981","    1230149","         62.44"
"COALINDIA","EQ","05-May-2015","        369.80","        368.90","        368.90","        361.50","        364.05","        364.40","        364.73","    2200905","           802741082.00","      49245","    1201242","         54.58"
"COALINDIA","EQ","06-May-2015","        364.40","        362.15","        364.00","        352.15","        353.00","        353.10","        355.93","    3280440","          1167609482.65","      62304","    2113008","         64.41"
"COALINDIA","EQ","07-May-2015","        353.10","        353.80","        362.10","        352.50","        360.55","        360.80","        357.98","    2921296","          1045771714.70","      59548","    1819168","         62.27"
"COALINDIA","EQ","08-May-2015","        360.80","        362.30","        365.95","        358.40","        363.20","        363.70","        363.49","    2285680","           830816860.20","      25371","    1400247","         61.26"
"COALINDIA","EQ","11-May-2015","        363.70","        365.00","        374.90","        365.00","        373.15","        371.95","        371.93","    3000387","          1115925782.35","      32143","    2148520","         71.61"
"COALINDIA","EQ","12-May-2015","        371.95","        373.95","        376.60","        367.00","        369.70","        369.20","        372.32","    4880073","          1816958369.75","      77091","    3539597","         72.53"
"COALINDIA","EQ","13-May-2015","        369.20","        370.20","        372.65","        365.00","        369.60","        368.95","        368.56","    2227226","           820862887.40","      60022","    1282899","         57.60"
"COALINDIA","EQ","14-May-2015","        368.95","        368.95","        371.50","        363.60","        369.45","        370.20","        366.36","    2518413","           922649039.80","      34327","    1607078","         63.81"
"COALINDIA","EQ","15-May-2015","        370.20","        370.95","        371.30","        364.60","        366.15","        366.90","        366.06","    2370660","           867794724.50","      47253","    1596608","         67.35"
"COALINDIA","EQ","18-May-2015","        366.90","        367.85","        368.85","        364.20","        365.90","        366.10","        365.35","    1902932","           695239055.20","      58965","    1250647","         65.72"
"COALINDIA","EQ","19-May-2015","        366.10","        366.00","        366.40","        362.80","        363.45","        363.65","        364.99","    3367308","          1229047121.60","      42733","    2359175","         70.06"
"COALINDIA","EQ","20-May-2015","        363.65","        364.10","        365.20","        359.40","        363.00","        361.35","        362.89","    3619042","          1313302657.15","      24565","    2041483","         56.41"
"COALINDIA","EQ","21-May-2015","        361.35","        363.50","        374.90","        363.50","        373.35","        373.70","        371.87","    3494856","          1299623719.65","      69453","    2054858","         58.80"
"COALINDIA","EQ","22-May-2015","        373.70","        376.45","        376.55","        369.20","        374.00","        374.75","        374.04","    1724948","           645207760.85","      31443","    1100079","         63.77"
"COALINDIA","EQ","25-May-2015","        374.75","        374.00","        376.60","        366.60","        369.70","        369.90","        370.26","    1558758","           577140421.85","      24857","     920470","         59.05"
"COALINDIA","EQ","26-May-2015","        369.90","        369.00","        376.40","        367.85","        375.45","        375.00","        372.23","    1825840","           679639435.30","      28835","    1152270","         63.11"
"COALINDIA","EQ","27-May-2015","        375.00","        373.90","        384.00","        372.00","        381.60","        383.05","        380.51","    2478570","           943121005.35","      46205","    1517094","         61.21"
"COALINDIA","EQ","28-May-2015","        383.05","        382.95","        388.00","        377.40","        382.05","        383.35","        383.16","    3353352","          1284871251.15","      53819","    1469983","         43.84"
"COALINDIA","EQ","29-May-2015","        383.35","        381.95","        393.75","        380.95","        393.00","        391.05","        390.63","    6003508","          2345152654.80","      74360","    3757729","         62.59"
"COALINDIA","EQ","01-Jun-2015","        391.05","        392.00","        396.45","        390.00","        391.40","        391.80","        393.60","    2859251","          1125389168.50","      48061","    1984380","         69.40"
"COALINDIA","EQ","02-Jun-2015","        391.80","        392.00","        393.45","        382.50","        383.80","        383.50","        387.27","    2191899","           848855413.00","      45540","    1143350","         52.16"
"COALINDIA","EQ","03-Jun-2015","        383.50","        382.00","        392.70","        381.40","        387.00","        387.25","        388.17","    4210717","          1634455709.15","      78796","    2469617","         58.65"
"COALINDIA","EQ","04-Jun-2015","        387.25","        387.00","        390.90","        383.25","        390.00","        388.55","        386.58","    2843287","          1099151213.55","      54744","    1652038","         58.10"
"COALINDIA","EQ","05-Jun-2015","        388.55","        392.05","        409.75","        392.05","        405.15","        405.35","        405.82","    9218970","          3741250864.50","     104823","    4135172","         44.86"
"COALINDIA","EQ","08-Jun-2015","        405.35","        406.35","        413.95","        399.40","        400.50","        400.95","        409.73","    6610246","          2708438567.00","      77639","    3619204","         54.75"
"COALINDIA","EQ","09-Jun-2015","        400.95","        398.95","        404.00","        395.15","        402.00","        401.30","        401.99","    3662673","          1472340412.65","      46122","    2114504","         57.73"
"COALINDIA","EQ","10-Jun-2015","        401.30","        401.70","        406.80","        401.25","        406.30","        404.90","        404.18","    4448352","          1797944971.85","      73663","    3042446","         68.39"
"COALINDIA","EQ","11-Jun-2015","        404.90","        406.30","        409.00","        399.00","        400.40","        400.10","        404.28","    3080462","          1245356686.70","      46572","    1771715","         57.51"
"COALINDIA","EQ","12-Jun-2015","        400.10","        400.10","        401.00","        393.60","        396.00","        396.10","        396.33","    3609449","          1430525248.20","      66632","    2374172","         65.78"
"COALINDIA","EQ","15-Jun-2015","        396.10","        397.85","        399.00","        391.95","        394.75","        394.30","        395.27","    4389850","          1735156845.55","     103191","    3154712","         71.86"
